15,5,997
88,99,70
53,74,738
74,1,145
2,10,532
87,66,392
32,74,341
28,13,47
33,69,958
88,98,908
30,81,317
68,99,245
86,87,196
81,54,42
15,69,300
47,45,410
11,83,948
10,45,121
17,3,368
61,96,801
54,59,85
3,9,553
91,14,231
65,19,49
60,72,284
45,84,571
81,40,275
51,15,388
6,83,802
89,14,799
50,20,746
88,54,482
68,31,624
19,39,339
38,23,61
55,21,657
55,80,367
4,20,500
54,20,455
5,47,97
66,25,254
78,14,211
55,66,422
5,93,18
41,23,541
92,7,802
62,29,936
91,1,53
75,17,190
49,58,436
83,47,247
33,86,509
5,87,474
57,61,217
64,36,466
95,79,253
48,71,344
65,23,674
90,4,500
30,26,17
59,12,159
70,17,600
12,8,491
39,33,736
61,81,575
56,89,374
21,1,259
88,63,513
34,39,873
16,37,299
97,51,721
15,15,575
60,10,975
42,85,554
1,98,273
81,87,316
56,18,40
4,59,438
25,78,508
86,36,880
40,10,707
65,27,852
89,30,52
7,8,763
55,62,203
93,69,837
29,44,515
98,99,718
99,84,836
71,60,65
1,66,303
40,61,187
69,44,623
8,7,871
41,69,73
75,44,382
5,56,712
67,86,349
33,24,790
56,82,808
17,34,564
44,83,23
24,39,185
17,14,201
10,52,278
19,26,566
78,73,683
22,47,307
12,87,413
90,96,696
75,30,502
12,72,611
28,89,441
31,52,35
23,60,869
69,57,296
64,94,119
9,19,520
44,30,721
49,82,216
27,68,41
34,76,315
17,30,730
96,90,104
16,59,440
57,96,838
20,82,386
29,66,959
69,91,463
17,94,987
75,24,429
73,79,624
81,34,937
81,93,477
63,76,215
60,15,156
74,28,716
70,50,357
64,87,809
81,76,186
2,60,890
96,32,670
65,5,98
24,29,989
27,14,695
63,33,461
7,85,372
8,61,779
37,36,577
66,62,278
59,59,37
27,74,588
95,25,359
27,15,848
41,20,353
43,17,943
28,81,807
42,17,228
83,85,611
96,24,814
69,54,261
26,14,543
49,95,245
26,64,629
29,71,804
34,73,350
73,53,151
3,81,85
34,50,193
3,92,68
94,28,38
80,27,512
41,32,672
66,80,368
6,39,420
78,51,100
40,83,862
2,16,700
96,94,700
17,29,369
22,71,43
74,86,202
44,78,669
54,37,750
83,80,906
39,9,880
73,28,145
77,9,883
86,21,804
51,73,388
79,36,392
39,14,486
27,17,140
39,12,427
13,15,345
41,84,306
26,12,198
45,83,962
69,33,863
55,43,157
25,84,190
20,59,442
97,63,742
64,67,641
54,90,146
36,83,454
99,11,699
47,41,637
80,35,789
6,48,588
28,6,870
48,17,527
77,65,295
70,16,671
72,38,339
4,27,750
68,80,92
71,71,808
62,69,216
41,96,991
34,1,916
74,25,446
59,41,181
91,96,711
7,11,768
54,74,706
59,8,962
36,62,998
66,98,389
12,94,6
48,18,480
59,73,528
71,69,542
15,43,351
25,65,767
3,81,920
13,23,662
84,18,416
96,39,946
81,1,166
2,14,590
58,81,88
44,52,552
48,1,221
31,93,857
87,29,50
39,36,1
69,15,835
13,25,937
30,25,339
2,70,541
56,25,74
37,9,588
40,37,554
26,28,256
94,26,426
65,77,976
79,94,330
28,84,378
56,95,350
45,80,314
43,95,272
97,82,560
76,38,24
74,44,900
91,64,776
2,81,399
17,88,853
40,37,61
33,65,942
39,31,624
80,44,973
22,13,832
85,99,825
7,34,919
53,57,964
47,40,602
54,15,558
93,24,265
18,37,559
60,41,815
52,21,303
3,96,609
25,76,289
20,50,165
58,37,743
10,88,216
23,4,368
28,44,687
66,96,208
84,55,207
13,61,376
57,86,351
27,66,581
42,99,903
87,85,46
36,47,936
79,34,931
5,32,998
73,25,550
56,89,337
21,39,577
12,69,729
28,17,855
28,86,223
52,56,846
84,8,117
99,12,482
53,91,104
93,58,535
13,98,147
68,8,175
30,78,626
96,27,231
45,80,571
88,95,826
64,8,890
68,92,464
54,75,449
12,2,448
74,62,575
82,17,880
88,74,188
87,71,978
99,35,34
32,16,852
67,60,733
27,41,62
46,32,675
70,92,790
36,58,504
35,78,686
86,57,563
67,44,91
79,27,948
39,42,46
15,62,198
22,81,70
41,88,813
85,68,127
11,51,766
70,85,343
88,51,149
78,41,260
43,81,998
37,83,925
48,29,485
97,19,374
30,77,950
46,53,786
78,8,718
89,18,690
31,19,423
99,34,324
17,24,664
21,14,372
65,89,543
61,80,339
14,69,644
84,17,332
95,24,836
56,34,301
9,20,399
90,24,554
70,96,404
69,68,425
96,40,531
58,38,840
81,32,932
51,37,973
14,28,849
98,64,552
96,96,108
87,22,702
2,81,288
13,69,485
31,43,304
6,92,760
99,4,590
83,32,26
55,99,517
33,66,943
37,63,118
79,79,313
30,40,520
98,60,437
30,20,375
30,67,773
29,83,7
26,36,806
88,70,132
48,30,692
46,79,974
15,56,585
88,17,514
81,96,125
70,74,330
84,30,936
82,51,694
18,59,946
42,33,622
47,19,487
69,36,835
79,10,790
67,83,837
92,93,631
42,14,343
22,60,413
43,22,569
74,27,352
14,15,956
81,32,523
71,69,545
57,9,309
98,15,786
45,80,513
42,29,427
93,1,194
94,86,262
51,96,996
39,11,951
75,79,23
29,77,679
55,80,631
89,6,443
58,57,277
33,22,817
2,70,754
26,91,589
82,43,649
14,61,812
95,6,486
92,83,141
24,95,589
96,25,665
24,46,532
45,96,667
34,23,642
38,66,468
83,86,778
84,56,734
64,54,581
3,70,173
91,69,674
37,92,262
79,70,937
63,30,338
76,47,378
74,75,141
15,14,430
90,46,81
63,10,337
80,94,765
44,39,537
98,53,797
45,73,435
52,9,849
52,93,225
43,80,731
4,78,552
74,68,560
16,54,698
76,66,232
58,82,487
62,34,823
32,18,507
70,57,282
14,74,693
30,55,599
90,27,23
27,70,769
56,19,720
61,52,57
36,37,42
94,52,116
80,88,349
60,3,684
72,79,812
98,38,93
85,44,517
99,64,504
85,43,900
47,61,702
98,57,726
57,30,290
84,46,16
92,61,999
70,41,881
52,26,737
7,57,695
80,92,60
39,34,795
86,65,279
49,43,762
24,27,602
79,86,523
34,3,105
33,87,816
63,2,852
65,8,771
87,99,955
62,68,405
1,28,708
60,22,809
25,32,667
14,92,882
8,72,190
41,49,229
9,39,756
73,92,18
94,60,626
21,38,642
8,14,207
32,90,180
55,36,159
69,16,315
88,48,642
35,96,935
75,43,708
21,54,611
47,40,883
91,67,700
15,56,725
74,4,766
33,21,436
85,84,189
30,95,969
59,9,364
96,78,369
8,54,569
80,42,202
22,72,999
96,23,568
28,1,567
21,44,94
83,38,305
18,35,320
5,54,57
55,13,133
26,76,189
57,81,859
89,99,754
91,39,332
55,94,887
35,68,916
39,97,329
34,41,553
19,67,452
55,70,292
5,97,979
70,48,895
90,43,18
57,29,610
5,15,897
24,74,642
30,91,622
40,46,858
7,87,870
48,97,367
13,31,407
16,16,416
9,56,927
42,61,923
11,27,167
5,32,743
26,7,312
60,61,457
50,16,621
1,93,322
35,75,193
67,11,648
36,54,268
29,60,30
24,32,759
95,86,208
21,74,213
50,12,150
70,1,812
46,18,868
91,46,565
40,86,649
81,71,660
26,68,112
50,6,48
95,93,634
41,66,648
45,71,985
77,71,388
51,29,660
95,39,661
42,17,769
23,48,598
94,90,187
58,69,792
4,66,474
76,45,346
32,67,460
96,89,408
